start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker,max_length,max_batch_delay,inited_gpu_memory_used,runtime_gpu_memory_used,index,batch_t
1697021160.9020026,1697021166.6494584,5.747455835342407,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.098504155110863,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9021795,1697021166.6505873,5.74840784072876,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.094181929336386,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9026265,1697021166.6490753,5.746448755264282,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.10307798578836,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9028008,1697021166.6510112,5.748210430145264,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.095078080885312,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9029517,1697021166.654312,5.751360177993774,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.080787041288023,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9030912,1697021166.6517875,5.748696327209473,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.092872446580053,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9032264,1697021166.6529753,5.749748945236206,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.088095572290737,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9033904,1697021166.6550064,5.75161600112915,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.079627007531826,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9035306,1697021166.652308,5.748777389526367,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.09250451640088,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9036853,1697021166.6558974,5.752212047576904,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.076924626446427,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021160.9037678,1697021166.6533628,5.7495949268341064,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.08879441226903,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,3,5.787599802017212
1697021171.7405658,1697021177.387902,5.64733624458313,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.060777581628805,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.7406669,1697021177.3885374,5.6478705406188965,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.05746078561904,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.7408128,1697021177.3861887,5.645375967025757,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.07295194447705,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.740941,1697021177.3872068,5.646265745162964,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.06742490284351,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.741077,1697021177.3906915,5.649614572525024,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.046638572993196,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.741222,1697021177.3894887,5.648266792297363,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.05500134484014,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.7413657,1697021177.389368,5.64800238609314,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.05664241352444,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.7418196,1697021177.3896854,5.6478657722473145,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.05749038387908,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.742033,1697021177.3928673,5.650834321975708,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.03907365147683,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.7421317,1697021177.3915596,5.649427890777588,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.04779666684926,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.7422853,1697021177.3912816,5.648996353149414,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.05047403502244,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.7424483,1697021177.395119,5.652670621871948,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.02769102340337,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.7425826,1697021177.3924644,5.649881839752197,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.044980694443026,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.7427197,1697021177.3944445,5.651724815368652,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.03355284772208,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.742884,1697021177.395554,5.65267014503479,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.02769397820247,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021171.7429497,1697021177.3932562,5.650306463241577,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently that I think you might enjoy hearing about.

Firstly, I went to a beautiful island in the Caribbean called St. B",49,198,35.04234704579325,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,4,5.688750505447388
1697021182.477952,1697021187.7190888,5.241136789321899,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.198904549581925,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,5,5.28336238861084
1697021182.4780657,1697021187.7202342,5.242168426513672,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.192371141672666,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,5,5.28336238861084
1697021182.4781954,1697021187.720441,5.242245674133301,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.19188203226805,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,5,5.28336238861084
1697021182.478327,1697021187.7217114,5.24338436126709,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.184673869293086,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,5,5.28336238861084
1697021182.4784563,1697021187.72171,5.243253707885742,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.185500777562545,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,5,5.28336238861084
1697021182.4786026,1697021187.721956,5.243353366851807,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.184870029935134,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,5,5.28336238861084
1697021182.4787323,1697021187.7223804,5.243648052215576,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.183005088695936,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,5,5.28336238861084
1697021182.479177,1697021187.7233944,5.244217395782471,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.17940254344435,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,5,5.28336238861084
1697021182.4792635,1697021187.722497,5.2432334423065186,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.18562904257353,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,5,5.28336238861084
1697021182.479458,1697021187.724356,5.244897842407227,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.17509801490052,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,5,5.28336238861084
